File,ADJ,ADP,ADV,CONJ,DET,NUM,PRT,PRON,VERB,auth_vocabsize,type_token_rt,avg_author_word_length,avg_tweet_length,avg_author_hashtag_count,avg_author_usertag_count,avg_author_urltag_count,author_avg_emoji,avg_capital_lower_ratio,VADER-pos,VADER-neut,VADER-neg,VADER-compound,mult-ex,mult-qu,mult-pe,quote,ex,qu,pe,LiXScore,label
15afafa1f13634fafcb6e0e18b24414f,1.31,1.405,1.19,0.435,1.41,0.125,0.455,1.42,3.495,6.81,0.3652453740949316,3.941807455081791,91.14,0.085,1.21,0.235,0.075,0.0741940502937186,0.1104951922030999,0.1093009034729356,0.0457622934302903,0.1762227567597329,0.0,0.0,0.025,0.055,0.05,0.07,1.695,26.011108420551924,I
1608439abed256940bdfa0b0e7078a5d,1.29,1.83,0.995,0.745,1.21,0.215,0.515,1.05,2.85,7.625,0.3919300950912361,3.7992803906450794,92.37,1.5,1.59,0.53,0.03,0.0845799065715014,0.1713131270510231,0.1263615843522073,0.1444755602169446,0.5974809803458182,0.015,0.02,0.07,0.1,0.335,0.205,1.235,26.758233587047897,I
1702680cced29828d853b01aff65a225,2.58,3.065,1.33,0.67,2.595,0.17,0.87,3.07,6.145,8.495,0.3039355992844365,4.077817531305904,140.925,0.0,0.06,0.215,0.0,0.026035014432248,0.1126454615153224,0.1459700311707851,0.0574559613965339,0.3755544992075051,0.0,0.0,0.025,0.02,0.03,0.06,0.155,42.34079627623197,NI
17074ed9669472b9c5d5b2abf24a76ce,2.62,3.885,0.49,0.725,2.705,0.49,0.89,0.685,3.59,10.205,0.3672184238934868,4.749370277078086,158.775,3.04,0.165,1.1,0.0,0.0384568563209173,0.0530212221662232,0.1085760102416735,0.0588063559489958,0.1549481284172222,0.0,0.0,0.13,0.04,0.005,0.02,1.09,51.121818877082944,NI
1793281b323f27e77d9d0aa9a38109ba,1.04,2.095,0.355,0.215,1.16,0.555,0.41,0.175,2.51,8.255,0.4677053824362606,4.630028328611898,98.37,0.0,0.0,1.0,0.0,0.0810415518147217,0.1428941916244323,0.1428941916244323,0.0,0.3618254137011384,0.005,0.0,0.055,0.015,0.05,0.055,0.065,44.08436334590712,NI
17a072bb0bb0b3ec83ebc54f3af39f01,0.54,1.17,0.115,0.105,0.205,0.335,0.28,0.1,0.94,6.97,0.5891800507185122,4.907861369399831,68.89,0.0,0.0,1.0,0.0,0.1806618227847957,0.1017579849446715,0.1719932774849063,0.1766691823720254,0.4804383076941305,0.0,0.0,0.0,0.015,0.005,0.02,0.055,41.5129113520638,NI
17b8824fe7befb09c6027f98c1f5668d,1.33,1.7,1.045,0.36,1.42,0.435,0.665,1.455,3.57,8.05,0.3838817358130663,3.8600381497377207,100.915,0.005,1.365,0.255,0.25,0.0718962996508874,0.1488631922269571,0.252411370583815,0.1852194644199145,0.443570238941929,0.04,0.0,0.125,0.07,0.145,0.165,1.54,25.53436892385104,I
1935a8f3b60e2e792d7d0cc81dd0b73b,2.765,3.235,2.15,1.08,2.905,0.6,0.765,3.26,7.235,9.47,0.2663104611923509,3.9035433070866143,173.37,0.025,0.995,0.265,0.0,0.0565933990758603,0.1316061833653723,0.0974919868502022,0.0462520269826091,0.4886167945077205,0.0,0.01,4.295,0.005,0.0,0.01,0.055,16.765516306073337,NI
197499296d97e8338f356234b164cc0c,2.6,2.815,1.73,0.765,2.285,0.35,0.93,2.215,5.63,11.6,0.363124119580529,4.107372045703553,162.155,0.655,1.96,0.39,0.27,0.0605378979818845,0.1033029525231491,0.0850720283054307,0.0312119768678627,0.5859842681335395,0.02,0.01,0.16,0.165,0.165,0.19,1.335,36.57060252528797,NI
19780464350b06404efbb3aed904b9a,2.605,2.54,2.455,0.845,2.495,0.28,1.07,2.435,5.39,7.805,0.2492813797508783,3.774033854998403,148.475,0.395,1.49,0.27,0.54,0.0507969713977967,0.0420498216405254,0.1120588573027585,0.082562097841564,0.2779144776275608,0.01,0.0,0.67,0.01,1.065,0.235,1.3,23.73801990946888,I
19a5ab97775eacb41d74067ca59264ec,2.395,2.565,1.675,0.885,2.365,0.435,1.12,2.26,5.28,12.13,0.3833754740834387,3.941213653603034,155.34,0.675,0.91,0.325,0.39,0.078365943606385,0.0754200735878718,0.1075755548440258,0.0668744158852995,0.4320142503436662,0.025,0.02,0.095,0.05,0.1,0.155,1.41,33.66476530697287,NI
19ae31d4a3786435f6cd55e4afd928c8,2.265,2.575,1.545,0.805,2.205,0.455,0.84,2.235,4.9,11.86,0.3914191419141914,3.932013201320132,148.44,0.55,1.03,0.6,0.305,0.088994784656958,0.0712653492238689,0.1106670117966505,0.0431566912540801,0.200929270826826,0.035,0.01,0.08,0.135,0.235,0.165,1.24,34.12552512272603,NI
19af9106baf2208c9eef017ef6002996,1.805,1.82,1.2,0.57,1.43,0.12,0.455,1.52,3.265,6.98,0.3916947250280583,4.372895622895623,94.745,0.0,0.575,0.33,0.05,0.0422698944270637,0.1056550992617015,0.1121227006453198,0.0600374882885685,0.3773233560223909,0.005,0.01,0.0,0.04,0.0,0.095,0.17,36.21486898155148,NI
1a0f998df802b7638a2c619ccfebd302,2.285,2.605,2.035,0.77,2.235,0.405,1.035,1.65,4.915,8.82,0.2937552039966694,3.837801831806828,144.255,0.23,2.64,0.22,0.04,0.0541789495108157,0.069282032302755,0.1225670734740778,0.0635821319239926,0.2069095454540461,0.03,0.03,0.525,0.29,0.195,0.405,1.73,24.3836163476278,I
1a84b1f927929f32bdcae95fffa8d8ee,0.47,1.37,0.055,0.5,0.425,0.67,0.4,0.08,0.715,8.435,0.5019339482296935,5.0999702469503125,101.51,2.075,0.005,1.0,0.055,0.2151778496590484,0.058664299194655,0.066424299017754,0.0723131212160006,0.281456145562679,0.0,0.0,0.0,0.035,0.01,0.025,0.24,52.482933959109786,NI
1d0e1cfa25b546d5c3d8d7a22e88588a,2.245,2.725,1.495,0.82,2.385,0.5,0.87,2.27,5.16,11.6,0.3738317757009345,3.947470190138576,152.52,0.37,1.235,0.475,0.41,0.0774779825549653,0.0940116349182376,0.1266353031346314,0.0813710636528735,0.3936981354731058,0.025,0.01,0.11,0.095,0.205,0.22,1.18,34.18790308417592,NI
1e829efbcd1a4028eb6d815d5787154d,1.26,1.585,1.35,0.685,1.485,0.25,0.505,1.95,3.96,7.385,0.3435682716910909,3.76948127471505,101.52,0.095,1.095,0.37,0.515,0.0784458573339016,0.0474940785782817,0.1233480847034115,0.0889729593753068,0.1842969936678295,0.03,0.0,0.105,0.065,0.08,0.2,2.075,22.65326211804084,I
201e323ba0fd4579eaa2053878d2e189,2.425,2.61,1.705,0.93,2.165,0.595,0.79,2.09,5.195,12.125,0.3835811452072129,3.9174311926605503,154.44,0.525,1.06,0.39,0.56,0.2810563556584997,0.0888407986231551,0.0740384190809068,0.0709418776182305,0.7063247323292595,0.035,0.03,0.125,0.145,0.09,0.215,1.32,34.27072449886676,NI
2047d3671b58793703acb0487e201544,2.425,3.46,2.635,1.07,2.9,0.32,1.135,2.925,6.365,9.26,0.2667819072313454,3.892682224142898,168.825,0.13,1.245,0.225,0.02,0.0460135410717055,0.0305081956201936,0.0670088613543015,0.0788649954035375,0.1654269230657452,0.025,0.005,0.0,0.015,0.025,0.095,2.36,28.50913030590975,I
20baa1d4e5b84e345c0a3dbd002ff20c,0.845,1.23,0.145,0.17,0.325,0.36,0.48,0.12,1.57,7.53,0.6134419551934827,4.768228105906314,69.805,0.0,0.0,1.94,0.0,0.1223480981501597,0.1082531754730548,0.1483785277592415,0.1618755308871603,0.3706784683185685,0.0,0.0,0.01,0.015,0.0,0.02,0.11,39.28854380450682,NI
20f9d638d3780f5767f8bfa0ab34ee8,1.19,1.875,1.105,0.475,1.785,0.215,0.625,1.61,3.95,8.01,0.3769411764705882,4.118823529411765,107.775,0.115,1.745,0.015,0.0,0.2472886174573864,0.1595078367980708,0.1976739740077079,0.058418746991013,0.4321018998743237,0.035,0.025,0.915,0.055,0.025,0.245,0.87,24.73979851937852,I
212747dc84369b811b3bd8611c78422f,2.345,2.545,1.77,0.85,2.08,0.425,0.955,2.48,5.5,11.285,0.3640322580645161,3.9414516129032258,152.185,0.285,1.145,0.32,0.38,0.0717969784211844,0.0366640150556373,0.1059823098446151,0.1238716573716522,0.5750679150109141,0.005,0.0,0.13,0.11,0.19,0.19,1.22,34.74742538246086,NI
2291cfaaec3cbfbb25e565240a0d7e52,3.34,3.645,2.23,0.975,3.22,0.485,1.275,2.115,6.305,12.58,0.3353772327379365,4.218208477739269,194.735,0.495,1.945,0.23,0.43,0.036401095155735,0.0693072867741913,0.0901481419664321,0.0587297837557742,0.4132911587186447,0.005,0.0,0.06,0.165,0.4,0.09,1.8,35.56366207274907,NI
22956bf103305f481e32551283291f50,1.35,1.91,1.045,0.45,1.84,0.205,0.68,1.405,3.76,8.02,0.3775894538606403,3.896892655367232,103.01,0.535,1.105,0.335,0.17,0.0746932935988541,0.1848856065246832,0.1171075894210106,0.0845706065959089,0.6465995302349051,0.005,0.005,0.015,0.0,0.1,0.17,1.27,28.45126679602906,I
22ac179b134539baa8ef7cb0db0c8e40,1.385,1.85,1.27,0.445,1.815,0.23,0.61,1.555,3.825,7.655,0.360065851364064,3.8974600188146753,103.12,0.89,0.445,0.555,0.0,0.0618581791182056,0.0540416506039554,0.1276995986681242,0.136048704514229,0.3708276149371834,0.01,0.005,0.08,0.255,0.145,0.165,1.27,31.41969146844631,I
22cf073b5e10aeb982490634f2cfe506,2.0,2.92,1.54,1.01,2.315,0.41,0.875,2.335,4.695,10.295,0.3462832156071308,3.871342078708375,143.825,0.965,1.64,0.31,0.085,0.0955282105953469,0.2217295650110737,0.1905746244913,0.1085158398575986,0.4368573987870641,0.0,0.005,0.24,0.205,0.305,0.36,1.08,29.68136726290732,I
24a85a8d6225dbec6247f2601e081a6f,2.405,2.63,1.505,0.92,2.055,0.4,0.885,2.1,5.655,11.375,0.3723404255319149,4.125859247135843,155.595,0.44,1.31,0.32,0.265,0.0829916231707246,0.0720741805364445,0.0644204936336256,0.0501366881634596,0.4979001625577159,0.06,0.025,0.075,0.125,0.16,0.26,1.395,36.34404637747043,NI
252c55505539ce67504ff2dbbb39c744,1.24,1.55,0.985,0.525,1.3,0.24,0.41,1.49,3.35,6.805,0.3717563507238459,3.778202676864245,86.465,0.03,1.38,0.05,0.0,0.0478573850690077,0.0405493526458808,0.147043148429296,0.1529297224217712,0.2462180778801589,0.025,0.015,0.005,0.04,0.135,0.14,0.6,27.06850909726552,I
25b2c6cbddac44837acaac840b4d8146,3.08,2.83,1.72,1.025,2.435,0.35,0.825,1.825,5.025,9.465,0.3131513647642679,4.282216708023159,158.655,0.035,2.46,0.05,0.0,0.0397958874360438,0.0714015931194815,0.1777798849701506,0.1148651383144599,0.3382678007141679,0.0,0.0,0.0,0.03,0.035,0.12,2.18,34.52356283981876,NI
26b0e77a1e212f91beb82b7fce672dbb,1.71,2.12,1.515,0.81,1.77,0.365,0.835,2.71,4.705,8.24,0.3152257077276205,3.84238714613619,125.58,0.675,0.345,0.07,0.27,0.0487883630892119,0.0,0.128022214869139,0.128022214869139,0.3406812476494707,0.015,0.0,0.025,0.09,0.14,0.245,1.65,29.43737767083452,I
2746a9bf36400367b63c925886bc0683,2.06,2.45,1.435,0.76,2.14,0.45,1.03,2.305,5.155,11.24,0.3765494137353434,3.923953098827471,145.98,0.455,1.335,0.44,0.39,0.0754846427066788,0.2066561153220489,0.1372085547624491,0.0741396486368798,0.6241127076698566,0.03,0.01,0.07,0.085,0.175,0.13,1.335,32.860243007976244,NI
27c95683849981a09334e07dcb8e0119,2.92,3.15,1.99,0.83,3.165,0.44,1.15,2.735,6.36,10.145,0.2832216638749302,3.6485203796761594,165.51,0.405,0.6,0.615,0.06,0.0611373321294879,0.0386619968444466,0.0423851389050455,0.0524618909304649,0.0826190769435244,0.16,0.005,1.045,0.16,0.985,0.41,0.275,26.41456579078354,I
27dbb38d3540a62b8a382541abb6b166,1.365,1.8,1.005,0.7,1.315,0.21,0.46,1.905,4.01,7.69,0.3746650426309378,4.092082825822168,103.515,0.355,0.81,0.43,0.09,0.0760315175979124,0.0664468772780181,0.0856486281267832,0.1021909976465637,0.3721066816116045,0.0,0.0,0.0,0.02,0.01,0.155,1.16,31.71487806058647,I
28e1da47d42e7c35ca02a16f0331cb54,2.5,2.74,1.735,0.92,2.695,0.18,0.905,2.06,5.725,9.43,0.314805541645802,3.99916541478885,148.75,0.015,1.545,0.145,0.035,0.039430392989672,0.0418471922594575,0.1223608904021215,0.0837227567630211,0.2162058784469099,0.0,0.0,0.005,0.105,0.045,0.345,1.41,34.685915227231014,I
29aa7cbe03e664f06f3e70d14d9200df,1.27,1.23,1.17,0.295,1.195,0.155,0.365,1.36,3.115,6.195,0.374546553808948,3.9328899637243047,80.59,0.575,1.06,0.52,0.07,0.0896550385592205,0.1221003685498123,0.1970436182676312,0.0767410418224824,0.1951541506092043,0.005,0.01,0.13,0.045,0.085,0.225,1.385,24.91081890093733,I
29fc6f98710433e0e0cada38c8c4802a,2.86,4.16,0.945,0.905,3.44,0.705,1.04,1.385,5.945,12.9,0.3444132959551462,4.295154185022026,197.33,0.0,0.065,1.095,0.0,0.0408378350269083,0.0952559053287511,0.0995314020799466,0.051674461777555,0.5895674023171565,0.0,0.0,0.0,0.265,0.0,0.055,2.0,44.58444176139553,NI
2a95ee6f36533b60d13c53f2d18e51f2,1.345,1.37,1.035,0.39,1.165,0.235,0.38,1.115,2.7,6.515,0.3823356807511737,3.681044600938967,78.765,0.48,1.585,0.05,0.56,0.0886402074410532,0.0883696073319328,0.0627554778485511,0.0478976773967172,0.4911199159828483,0.1,0.0,0.065,0.07,0.16,0.145,1.205,22.63327638606415,I
2a9b3f7deb0e041a7ea069341895a5fb,2.17,2.95,1.755,0.86,2.525,0.415,1.16,1.985,5.58,10.355,0.331042199488491,4.042519181585678,156.73,0.185,1.485,0.08,0.25,0.0813993920063708,0.0359956594605516,0.0572598244845371,0.0282223315833401,0.2022341217500152,0.01,0.0,0.11,0.03,0.015,0.27,1.71,32.797081655919,I
2abe4cc70bbbe8c5a95ff3a1c6f9ecf6,3.065,3.015,1.885,1.145,2.335,0.33,0.835,2.485,6.11,11.64,0.3343386471348556,4.053425247738044,174.935,1.095,1.275,0.425,0.31,0.058867928083532,0.0304795013082563,0.0375058328797001,0.066266035795119,0.3200069803926158,0.015,0.03,0.23,0.19,0.27,0.235,0.96,38.55520205560882,NI
2afcd5ca53ac95d8376a13195c668754,2.14,2.85,1.97,1.27,2.73,0.275,1.03,3.135,5.97,8.805,0.2742136406104017,3.928526938648396,157.255,0.06,0.555,0.275,0.135,0.0522725761722252,0.0403577749634441,0.0616132088110982,0.0715,0.298143862086745,0.0,0.005,0.01,0.02,0.145,0.185,1.935,30.287937839546903,NI
2b1657f71a470538c5d501b1e21b3b83,2.03,2.325,0.895,0.5,1.88,0.595,0.755,0.955,3.345,9.355,0.361057506754149,4.151292937089926,132.47,2.74,0.03,0.905,0.225,0.209057386989099,0.0,0.0,0.0,0.0,0.0,0.005,0.03,0.145,0.315,0.095,0.755,39.33532583018198,I
2b3a0410dba9d6a04e903f459e511648,2.14,2.54,1.455,0.89,2.33,0.45,0.855,2.165,5.07,11.84,0.3884514435695538,3.8961614173228343,148.235,0.285,1.21,0.355,0.395,0.0947821764455602,0.0961626226763808,0.1156533073457045,0.0469594239743206,0.3924985183093052,0.06,0.035,0.085,0.09,0.145,0.18,1.265,32.090618581836715,NI
2c760d9c355c8d28b9e7e51ceabed743,1.16,1.2,0.795,0.27,1.28,0.135,0.385,1.02,2.59,6.955,0.4281317328408741,3.873191751308095,78.165,0.59,1.0,0.07,0.005,0.0787754341316504,0.0,0.1476234652756803,0.1476234652756803,0.2644183368735988,0.015,0.03,0.005,0.085,0.255,0.155,1.305,25.52344539189226,I
2d0d4d7064787300c111033e1d2270cc,0.99,1.365,1.195,0.325,1.235,0.17,0.39,1.65,3.315,5.725,0.3388576501923646,3.850547499260136,80.95,0.09,2.59,0.095,0.355,0.0445680226209418,0.0805124214019178,0.115031517420227,0.0433012701892219,0.1169671000751921,0.0,0.0,0.01,0.055,0.025,0.265,1.235,27.047372183992625,I
2d4e3b03ec2121eec7f84142c3047707,2.045,2.555,1.605,0.825,1.705,0.325,0.68,2.355,5.57,7.845,0.2929971988795518,4.004668534080299,133.0,0.885,1.91,0.44,0.15,0.0373570660290821,0.0396610640301038,0.0670648007527048,0.0553308232362396,0.3781028729063031,0.01,0.0,0.0,0.045,0.015,0.395,1.19,33.15661893291045,I
2ee5c07f6e78ab736cdab842419d9c61,2.24,2.28,1.43,0.885,2.205,0.505,0.93,2.24,5.11,11.285,0.3756657789613848,3.872503328894807,145.37,0.37,1.355,0.455,0.5,0.120770346035552,0.1561415623720987,0.1854818050375831,0.0305235564769245,0.5223919553362206,0.035,0.015,0.085,0.125,0.09,0.125,1.24,33.12196439283573,NI
2f0c6741355123161751b5dfa87d2e98,2.66,2.61,1.55,0.895,2.32,0.33,0.9,2.45,5.92,11.4,0.3566958698372966,4.082759699624531,161.445,0.55,1.59,0.325,0.325,0.0833178454738472,0.0939238388269985,0.1044542363908711,0.0384472040595932,0.6343675408428461,0.05,0.02,0.04,0.135,0.165,0.25,1.445,34.958469936619096,NI
2f7f99a0e7c196bb1d85fd07b770cd20,3.21,4.24,2.5,1.345,3.885,0.685,1.02,2.16,6.635,12.085,0.3014843457652488,4.216789322689285,208.115,0.0,1.775,0.2,0.02,0.0344078368680824,0.1280683411308197,0.1089205559111777,0.0581006669497003,0.5225516069011749,0.0,0.0,0.07,0.265,0.04,0.155,1.575,42.89241859778258,NI
2f97e7a8f5e659dfe57eb2b73e03772b,1.96,2.46,0.985,0.47,2.195,0.325,0.52,0.985,3.88,8.26,0.3520136373321968,4.022586831451098,116.855,0.005,0.04,0.995,0.0,0.0475985400004779,0.069282032302755,0.0899180182165955,0.045224440295044,0.2503066956255865,0.0,0.0,0.005,0.125,0.0,0.025,0.585,42.97053463896695,NI
301aef2f1577a0225e6babdfa87f061c,0.91,1.44,0.29,0.125,0.265,0.34,0.36,0.195,1.645,8.235,0.611812778603269,4.727711738484398,76.095,0.0,0.0,1.03,0.0,0.1242881112726133,0.0,0.0852859161878443,0.0852859161878442,0.1116471310647971,0.0,0.0,0.0,0.015,0.01,0.05,0.125,39.50642608677886,NI
305aca8a4f0f5bef56287a12c0b8acbb,1.165,1.89,0.495,0.37,0.705,0.24,0.475,0.625,2.245,8.35,0.4907434616514839,4.641492800470173,94.99,0.015,1.05,0.82,0.005,0.1185184978424325,0.1349784705054846,0.1306694302428842,0.144193229730109,0.5466964811483608,0.0,0.0,0.025,0.035,0.015,0.04,0.495,40.62848912939924,NI
3082bc600cc96028c22ae1c23199f995,2.22,2.605,1.51,0.875,2.32,0.37,0.83,2.225,5.295,10.885,0.357060849598163,4.013613252419223,151.84,0.355,1.285,0.315,0.24,0.1541585052069264,0.1517506177911642,0.0869266932535685,0.1515882581204758,0.6466645396764847,0.02,0.015,0.12,0.09,0.155,0.185,1.225,34.83433222027161,NI
3282625174626c99a268f788082a73b0,2.08,2.315,1.47,0.515,1.955,0.64,0.485,1.36,3.6,7.855,0.318467464017839,4.054327995134806,123.665,0.015,1.475,0.14,0.295,0.0618610860087988,0.1047076286619079,0.0967377253195463,0.1426919759481941,0.8668255198567933,0.0,0.015,0.41,0.345,0.275,0.355,0.985,30.92739533118595,I
32ca82c2c948e98b1588ab2bf83f6987,1.37,2.265,0.89,0.465,1.27,0.47,0.545,0.57,2.91,9.06,0.4568835098335855,4.478819969742814,107.645,0.225,0.86,1.07,0.0,0.0966283856219343,0.174494985601306,0.1674460734087246,0.0194855715851498,0.3191720225834338,0.01,0.0,0.02,0.055,0.015,0.19,0.905,38.46967078313764,I
335d029f088d0e16ea9a41fac7f399e8,2.435,2.565,1.555,0.895,2.225,0.645,0.995,2.53,5.325,12.12,0.380116042026031,3.831268621608907,153.045,0.405,1.185,0.435,0.455,0.0745780506746383,0.0315673882353291,0.1300410992724992,0.1512721058225871,0.4567128364738613,0.04,0.035,0.125,0.09,0.17,0.175,1.265,33.14949399804164,NI
33b9f912a70602ca90a357797aaf3ca1,1.2,1.355,1.02,0.475,1.185,0.175,0.495,2.16,3.565,6.03,0.3182897862232779,3.4515703351807865,83.335,0.39,1.445,0.23,0.405,0.0896465467497065,0.0614878036686951,0.1449696088840692,0.1480076011561568,0.2611849584107018,0.03,0.015,0.055,0.01,0.085,0.205,1.435,20.720267780029445,I
3496190535f5627b9f1f8dd050479a07,2.375,2.275,1.495,0.805,1.985,0.49,0.8,2.34,5.105,11.155,0.3762860516107269,3.835048068814303,142.335,0.41,0.885,0.355,0.505,0.0747355355941448,0.0830733862316927,0.2438324219622976,0.1612534883343613,0.3148396734847754,0.045,0.025,0.08,0.085,0.14,0.135,1.235,31.87759462380001,NI
34d7653cde0f65634bfe529616133170,1.775,2.345,1.46,0.75,2.44,0.27,0.775,2.435,4.92,7.56,0.3004769475357711,3.816772655007949,120.19,0.475,2.57,0.2,0.025,0.0518938381610277,0.1021909976465637,0.0511389039773047,0.1230962529892766,0.6345537304870251,0.01,0.015,0.0,0.09,0.45,0.335,0.99,27.631638510209715,I
35c40613f308a7c12e6f5e06307b43f6,1.8,2.885,0.87,0.555,2.54,0.26,0.54,1.665,3.715,8.845,0.3396697388632873,4.493087557603687,142.04,0.05,1.555,0.35,0.0,0.0773303360485846,0.0590439454982473,0.0616238590158064,0.0062048368229954,0.4081744380470193,0.0,0.0,0.005,0.05,0.01,0.075,2.125,37.86704100816952,NI
36d007e82d303919e75da2cdbff6193b,1.005,1.47,0.66,0.315,1.195,0.14,0.45,0.635,2.18,7.38,0.466056204610041,4.323965898326492,83.305,0.195,0.39,0.81,0.0,0.180863621491778,0.1684374884044523,0.210949045980303,0.1031076500556578,0.4099456877136287,0.005,0.0,0.07,0.08,0.09,0.125,0.775,33.93973228082361,I
379d50d95c0a9d72bccb235a395a66df,2.33,2.765,1.845,0.76,2.08,0.525,0.905,2.625,5.46,9.87,0.3032258064516129,3.636405529953917,149.915,0.265,0.085,0.55,1.59,0.0712145274052094,0.1711088834631329,0.1597920523680699,0.1831288822114087,0.7906755940333557,0.0,0.005,0.065,0.315,0.08,0.255,1.865,26.6398981331788,NI
37a45c0141109b1cf29548114a1c06f0,1.41,1.89,0.935,0.53,0.93,0.295,0.495,1.27,3.245,6.975,0.3758081896551724,3.898168103448276,89.91,1.765,0.87,0.435,0.04,0.0609293184329605,0.0986847885947981,0.1727729724233509,0.2082791096101575,0.5071953734755474,0.06,0.015,0.525,0.19,0.03,0.17,0.99,27.434872277469506,I
